Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
"Full Moon Giveaway ~ NOW CLOSED

 ཨོཾ་མ་ཎི་པདྨེ་ཧཱུྃ

Oṃ maṇi padme hūṃ is a praise to the four-armed Avalokiteshvara (translated as ‘the lord who looks in every direction’ or ‘the lord of what we see’), the Buddhist deity of infinite compassion and mercy. The mantra invokes ‘the jewel in the lotus’, the jewel being the wish fulfilling gem (or cintāmaṇi), and the lotus representing purity. Either spoken aloud or sounded internally, the mantra is believed to create a connection to Avalokiteshvara and induce a higher level of spiritual awareness.

In celebration of our community near and far, we wish to gift a selected participant and their friend a Buddha Blessing and Nomad Net Boiled Scarf (colour of your choice).

Hand-painted in copper sand ink on black paper by Lhagon Kyap, a local painter who specialises in thangkas (Tibetan religious scrolls), this blessing depicts the most recited and ubiquitous of all Buddhist mantras, oṃ maṇi padme hūṃ.

How to participate?

~ Tag a friend(s) who bring peace into your life, kindly sharing a wish for them during this holiday season

~ Like this post and follow @norlha_atelier

~ Feel free to tag as many friends as you wish

~ The winners will be contacted on Tuesday, December 13th

T&Cs
You must be over 18. No purchase necessary to enter. The competition closes on Tuesday, December 13th at 11.59pm GMT and the winner will be announced by EOD December 14th 2022. Winner will be notified within 24 hours of the competition closing. Costs of shipping will be covered by Norlha. This competition is not affiliated with Instagram.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2988892288336850037_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2988892288303263441_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2988892288278327207_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2988892288269790534_1580798609.jpg,,,,,,,1707,4,284,norlha_atelier
"Button Shirt ~ A comfortable, easy-wearing shirt in a natural white khullu and silk blend. Its details include asymmetrical buttons and patching, split side seams, a double back yoke twin stitched for strength, and an oversized welt pocket on the chest.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2987400791988220190_1580798609.jpg,,,,,,,,,,,820,1,2,norlha_atelier
"20% off all pieces (excluding Men and Women’s Clothing).

Ends Midnight 2nd December

Enter code: WINTERLIGHT",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2977924872970055000_1580798609.jpg,,,,,,,,,,,626,1,2,norlha_atelier
"Overfelt Prince Scarf ~ This delicately textured scarf is made of 100% yak khullu. To create its double-faced design, Norlha artisans hand-felt soft, natural grey khullu to a loosely basket woven fabric. This felting process adds strength to the weave and creates a subtle textural and tonal variance.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2976935369605567181_1580798609.jpg,,,,,,,,,,,458,1,0,norlha_atelier
"Each year on a winter night, the outlines of a multitude of villages and nomad settlements across the Tibetan Plateau emerge from obscurity, illuminated with the light of hundreds of flickering butter lamps, lit both inside and outside each dwelling. This offering of lights, marked on the twenty fifth day of the 10th month of the Tibetan calendar, celebrates the anniversary of the enlightenment of Je Tsongkhapa, the founder of the Tibetan Gelukpa School of Tibetan Buddhism.

Discover the origins of Ganden Namchoe in our latest Founder's Journal through the link in bio.

Photo by @kincoedel",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2974826730983996239_1580798609.jpg,,,,,,,,,,,2048,1,16,norlha_atelier
"November 13th, 2022 marks the completion of Norlha’s 15th year in Ritoma: Fifteen years ago, we pitched our work tents in the valley at the entrance of Ritoma village, marking the beginning of Norlha’s artisan training. As the trainees, all from pastoral backgrounds, familiarized themselves with flying shuttle looms and chakra spindles, the atelier was being built across the small dirt road from the tents. It was a unique spot, tucked in the flank of a hill looking south, facing the yak-dotted pasture and Ritoma’s highest and most revered peak, Amne Tongri. This was the start of our journey as the Norlha community.

Over the course of this journey, Norlha has survived a global economic crisis as well as three years of a global pandemic. Despite the challenges presented by the markets, we have managed to evolve from being a supplier to the world’s luxury markets to a representative of Positive Luxury. In 2019 we were officially recognized as a ‘Business as a Force for Good’ by B-corp. Since then we have received two awards for being ‘Best of the World’ in community from B-corp. Our success lies in the team we have  built  and the deep sense of trust and responsibility that we share. Today, 63% of our 96 local Ritoma village employees are women. As we mark  the close of our 15th year, we wish to acknowledge 20 among  our valued employees and artisans who have been with us for the past 15 years and with whom we have grown as a family and community.

Read more on our journal, link in bio ~ 

Photo Serwu Kyap 2007",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2971142460499189411_1580798609.jpg,,,,,,,,,,,4149,1,32,norlha_atelier
"Stupa (Chorten in Tibetan) is an important religious monument in Tibet. This unique religious architectural form expresses significant religious symbolism and presents Buddha's physical presence.

The square base foundation, representing the Buddha's lotus throne, symbolizes earth, the state of solidity and five forces; faith, concentration, mindfulness, perseverance and wisdom. Above the base is a square or hexagon four stepped pedestal which represents The Buddha's crossed legs. Seated on the base is the cylinder, representing his torso. This symbolizes water, the state of fluidity and seven essential conditions of enlightenment: concentration, effort, equanimity, flexibility, mindfulness, joy and wisdom.

The crowning steeple, the Buddha's crown, is usually hand-made of brass and/or covered with gold leaf. It is segmented into 13 tapering rings, a parasol and a twin symbol of the sun and the moon. Those rings, representing fire and the thirteen steps of enlightenment, successively symbolize ten powers of the Buddha and three close contemplations. The stylized parasol, representing wind, wards off all evil. At the top of the steeple is the twin symbol of the sun and the moon, which represent wisdom and method respectively. A flaming jewel may be found atop the twin symbol, symbolizing the highest enlightenment. Photo by @nikkimcclarron",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2964646833640466819_1580798609.jpg,,,,,,,,,,,507,1,6,norlha_atelier
"Norlha launches its latest circular collection, releasing a limited range of one-off scarves, handwoven from repurposed yak khullu and silk-blend yarns left over from previous collections. This year’s circular collection celebrates Norlha’s Nomad thread – the first yarn Norlha developed after its founding in 2007 and the thread used to create Norlha’s signature Nomad scarves. As these scarves are woven from so many different coloured threads, many have a striped design, which is inspired by the contrasting bands of colour seen in the traditional ‘pangden’, or apron, worn by women across central Tibet. Link in bio ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2963214967796585332_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2963214967444293988_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2963214967435884011_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2963214967419091823_1580798609.jpg,,,,,,,362,4,1,norlha_atelier
"Circular collection launching tomorrow, November 3rd ~ Norlha launches its latest circular collection, releasing a limited range of one-off scarves, handwoven from repurposed yak khullu and silk-blend yarns left over from previous collections.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2962449969570903287_1580798609.jpg,,,,,,,,,,,1176,1,6,norlha_atelier
"Sign up to our newsletter through the link in bio to receive our bi monthly curated news for the mind, body and spirit. Next edition is launching Monday. 

I N S I G H T 

Understand ~ the world of Tibetan ritual objects with @sothebys 

Contemplate ~ how nomadism today is related to traditional cultures of the past.

Ponder ~ the traces of nature in, ‘A Journey In, On and With the Pacific Ocean’ by @peter_matthews_artist 

C O N N E C T 

Discover ~ the story of @the.anou , a collective of Moroccan artisan weavers. 

See ~ how pine needles can be transformed into forest wool with designer @tamaraorjola 

Listen ~ to @celinecelines  Céline Semaan discuss why slowing down is essential for our collective survival. 

N O U R I S H 

Immerse ~ into the present with ‘Sonic Meditations’ by Pauline Oliveros.

Reflect ~ on the precious textile offerings for the afterlife with Pre-Columbian Paracas funerary mantles. 

Remember ~ the hidden beauty of seeds and fruits with British photographer @levonbiss",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2960259133688976026_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2960259133688922340_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2960259133328215170_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2960259133328107560_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2960259133328098010_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2960259133319804900_1580798609.jpg,,,,,263,6,2,norlha_atelier
"Weekend Promotion ~ Spend over $350 this weekend and receive a signature Nomad Classic Skinny Scarf with your purchase. 

Choose the colorway of your choice and enter code CLASSICSKINNY at the checkout. 

Promotion ends midnight 31st October

~ Link in bio to explore your gift ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2958813242335540617_1580798609.jpg,,,,,,,,,,,257,1,2,norlha_atelier
The Handspun Nostalgia Blanket is one of Norlha’s signature pieces. The 100% yak khullu blanket is the heaviest weave produced at Norlha Atelier.  The khullu has been masterfully handspun by artisans following a tradition that has been passed down among the women of the plateau’s nomad communities for generations. Link in bio to read more about the making of the Handspun Nostalgia blanket,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2956658592106785293_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2956658591972718846_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2956658591972486527_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2956658591964169687_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2956658052694018577_1580798609.mp4,,,,,,1856,5,19,norlha_atelier
"This raw edged blazer, made from a mix of silk and yak khullu, has the feel of the rugged plateau. In a classic, soft tailored cut, it fastens with brown horn buttons and features twin needle topstitching, large patch pockets and raw edges.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2954471993562544536_1580798609.jpg,,,,,,,,,,,1222,1,4,norlha_atelier
"Choekhor Day ~ As autumn rolls in with yellowing and darkening skies, Ritoma’s pastoralists prepare for winter. Yak and sheep, which had been grazing at higher altitudes, come down and settle in the winter pasture, closer to the central village and the monastery. Each year, the time is marked by a blessing ritual meant to protect the animals over the winter. Men representing the village clans ride their horses to the monastery where they borrow a complete set of the Kangyur, 108 volumes of the Buddha’s teachings. They tie two to three each to their backs and ride off to circle the winter pastures, a 20 kilometer radius, that includes the sacred Amney Tongra, the mountain where the area's protector dwells. In doing this they bid both the forces of Buddhism and the local gods to protect them and their animals over the harsh months ahead. The circumambulation complete, they return to the monastery, tying their horses at the entrance, and solemnly march in, the volumes still tied to their backs to deliver them back. Winter life can now begin. Photo by @kinbykin  more photos on our journal ~ link in bio",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2950353445858092423_1580798609.jpg,,,,,,,,,,,940,1,4,norlha_atelier
"The Plateau by @kinbykin ~ Through October 17, all purchases over $350 will automatically receive a Four Friends blessing as a gift from Norlha.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2946398738528142531_1580798609.jpg,,,,,,,,,,,424,1,2,norlha_atelier
"Tibetan Shirt Dress ~ A team of 17 artisans handmade this piece at Norlha Atelier. During its production, it went through 15 highly specialised processes. This wrap shirt dress is made from an incredibly light and softly textured yak khullu and silk blend. Long and loose with an asymmetrical cut, it features set-in sleeves with oversized cuffs that split at the hand. Its collar references traditional Tibetan tailoring and features a quilted fold at the chest.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2941866701671504041_1580798609.jpg,,,,,,,,,,,1075,1,5,norlha_atelier
"The chuba, the Tibetan universal dress is a garment, found all over the Tibetan Plateau has roots deep in Central Asia, with early examples illustrated in the Dung Huang murals and scrolls from the Tangut Empire.

The chuba is a floor length, left crossing loose garment that is adjusted at the waist with a wide, usually red cloth belt, and pulled up to different degrees according to sex, rank or region. It is an extraordinarily adaptable garment worn by town dwellers, farmers, nomads, men and women alike and is equally wearable on horse or motorcycle. This explains its enduring, century-defying popularity over the whole of the Tibetan Plateau. Each generation had its style of wear, though nomads still like their sheepskin chubas for winter. Photo @nikkimcclarron",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2939443618713857238_1580798609.jpg,,,,,,,,,,,1942,1,10,norlha_atelier
"Handspun Fringed Cape ~ This midweight open-front cape has an oversized silhouette and drapes over the body with a fluid form. Its thread is masterfully handspun, ensuring the finest and softest yak khullu thread possible. The fabric’s handwoven loose weave is both exceptionally breathable and warm. The cape is made from two square panels that taper to an elegant V-shape at the back.  This weave also exists as a scarf and blanket ~ link in bio to read more about the making of",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2935177213486554559_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2935177213486535177_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2935177213469536775_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2935176149869567163_1580798609.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2935176147790082514_1580798609.mp4,,,,,,1850,5,14,norlha_atelier
"~ “May the world enjoy boundless peace”

The Four Friends is a symbol of harmony. In the ancient times, before the coming of the Buddha, an elephant, a monkey, a hare and a grouse lived in the jungles of the Kingdom of Kashinagar, which is in present day Varanasi, in India. They lived in harmony, enjoying each other’s company. They decided that the source of happiness lay in respect for others, and wishing to share this revelation with the world, they set out to spread the word.

For World Peace Day, the Four Friends reminds us of the strength of the collective in creating a world where all can experience boundless peace, enjoying the happiness that emanates from a world free of conflict. Be kind, be compassionate and peace will follow. 

This blessing is hand-painted in copper sand ink on black paper by Lhagon Kyap, a local painter. The blessing can be added to any Norlha order.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2932832380796520477_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2932832380796398977_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2932832380788033578_1580798609.jpg,,,,,,,,386,3,1,norlha_atelier
"Nomad all weather scarf ~ deeply soft 100% yak khullu scarf. Its varied design utilises natural brown, grey and white yak wool to create a subtle interplay of shades.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2926894501788251710_1580798609.jpg,,,,,,,,,,,1302,1,7,norlha_atelier
"Launching our latest collection of luxurious yak wool garments and scarves informed by the dramatic seasonal transformations experienced in the Tibetan Plateau at this time of the year. As the frosty winter winds roll in from the north, autumn descends on the plateau. The moon rises early over the hills, the sky turns a piercing ice blue, and the moss green terrain becomes cloaked in deep snow. Nomads spend time outdoors immersed in wet conditions and cold temperatures, protected by large, heavy robes. This changing landscape that surrounds Norlha Atelier in Ritoma Village echoes across the new collection, featuring handmade and hand-treated items from soft yak down designed to cocoon and protect all winter long. Link in bio ~ 

Thank you to the whole incredible norlha team for making this all possible.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2922720684018795739_1580798609.jpg,,,,,,,,,,,1804,1,14,norlha_atelier
"New moon giveaway ~ Tibetan Picnics ~ NOW CLOSED

Picnics are at the core of the Tibetan concept of leisure, offering a source of enjoyment and relaxation during the summer months. This year, Norlha celebrated its annual picnic in mid-August. We set up camp in a beautiful meadow on the hill above the workshop, a winter grazing area for yak and sheep. In midsummer, this meadow is carpeted with wild flowers and offers a breathtaking view over the surrounding expanse of grassland. The three days featured its usual fare of games, singing and wonderful food with our local team. The weather was perfect and everyone, from big to small, had a wonderful time.

In celebration of our community near and far, we wish to gift a selected participant and their friend an Overflet Prince Scarf.

How to participate?

~ Tag a friend(s) who bring joy and vibrance into your life, kindly sharing a dream spot to share a summer picnic together 
~ Like this post and follow @norlha_atelier 
~ Feel free to tag as many friends as you wish
~ The winners will be contacted on Saturday, September 3rd

T&Cs 
You must be over 18. No purchase necessary to enter. The competition closes on Friday, September 2nd at 11.59pm GMT and the winner will be announced by EOD September 3rd 2022. Winner will be notified within 24 hours of the competition closing. Costs of shipping will be covered by Norlha. This competition is not affiliated with Instagram.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2915674039137721833_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2915625821066597011_1580798609.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2915625819766485179_1580798609.mp4,,,,,,,,1329,3,186,norlha_atelier
We are offering our community 25% off selected pieces. Ends midnight 1st September. Link in bio ~,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2913947791134951808_1580798609.jpg,,,,,,,,,,,722,1,3,norlha_atelier
"Delicately textured, the Overfelt Scarf is made of 100% yak khullu. To create its double-faced design, Norlha artisans hand-felt soft, natural grey khullu to a loosely basket woven fabric. This felting process adds strength to the weave and creates a subtle textural and tonal variance. Link in bio to read more about the making of the Overfelt scarf",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2908894167040252192_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2908894166922726649_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2908894166662756356_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2908894166654207714_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2908892426194214354_1580798609.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2908892412722168183_1580798609.mp4,,,,,2104,6,12,norlha_atelier
"Handspun blanket collection ~ Hand-spinning is a process that requires incredible dexterity, patience, speed and coordination. At Norlha, hand-spinning requires a particularly refined touch, as yak down fibre is much shorter than sheep’s wool and therefore more difficult to handle. A skilled spinner adopts a careful rhythm to coordinate the movements of their hands and feet at the wheel as they create a perfectly fine, even thread. The practice has historically been linked to mindfulness and meditation practices, and for many spinners at Norlha, spinning and reciting Buddhist prayers go hand in hand, as repeated mantras accompany their rhythmic movements. As Dolma Tso, a spinner at Norlha Atelier expresses: ‘Spinning has a soothing effect; like a river flowing, continuous, dependable and never-ceasing.’ Link in bio for full collection ~ Photo by @adam.j.barclay styled by @___lui___",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2894334624729733663_1580798609.jpg,,,,,,,,,,,1120,1,6,norlha_atelier
"Launching our Handspun Blanket collection soon ~ ‘Though the naked eye may find it difficult to differentiate a handspun thread from an industrial one, the former has qualities that the latter can hardly match. A handspun blanket has an organic feel and a comforting ruggedness that blends softness and dependability. Fine, handspun yak wool retains its pliability and smoothness – qualities that only mature with time.’ – Kim Yeshi, Norlha president and co-founder. Photo by @kinbykin",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2892161867866757560_1580798609.jpg,,,,,,,,,,,858,1,5,norlha_atelier
"Plateau Carreau scarf ~ This feather-light scarf is made from a yak khullu and silk-blend. It requires great skill and patience for a weaver to create its checked pattern, which is painstakingly woven by hand. Its silk yarn is pre-dyed before the entire scarf is overdyed, creating a subtle tone-on-tone effect.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2889932587933992001_1580798609.jpg,,,,,,,,,,,538,1,2,norlha_atelier
"Each year, monks in Labrang and many other monasteries on the Tibetan Plateau hold a six week retreat in the summer. Its origins are in the Monsoon Retreat that Buddha Shakyamuni established 2500 years ago. The heavy monsoon rain made it impractical for the Buddha and his followers to hold their daily walks to beg for their food as Monsoon was a time when the muddy footpaths and jungles teemed with insects. In a move to avoid trampling creatures and farmers vulnerable crops, the Buddha decided it was best to spend this time in a single place, in retreat. 

Learn more about the origins and significance of the summertime tradition for monk communities in our latest journal piece.
Link in bio ~ Photo @nikkimcclarron",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2887029646475086951_1580798609.jpg,,,,,,,,,,,480,1,2,norlha_atelier
"Flash Sale ~ 25% off selected blankets. Ends midnight July 16th. Link in bio

Grown by young yak beneath their characteristic long, shaggy hair, khullu is the ultra-fine, downy undercoat that keeps them insulated during Tibet’s long, harsh winters and which they naturally shed every summer.

Khullu is the basis of Norlha and is used across our entire range. Carefully selected from thousands of animals across the Tibetan Plateau, our khullu is spun, woven and felted by local artisans at Norlha Atelier in Ritoma Village. The result is a luxurious textile with extraordinary insulating properties which will retain its shape, resist pilling and last long enough to pass on to the next generation.

The thread for this Handspun King Throw is masterfully handspun by a single artisan over the course of 22 days, ensuring the finest and softest yak wool thread possible.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2882017235635904101_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2882017235627666680_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2882017235627522981_1580798609.jpg,,,,,,,,455,3,0,norlha_atelier
"Fringed shirt ~ A classic, cropped shirt in a natural grey khullu and silk blend. The shirt is subtly detailed with a tailored tab collar; a wide, fringed placket with invisible, mother-of-pearl buttons; and straight-cut sleeves with utilitarian cuffs.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2879871093066418405_1580798609.jpg,,,,,,,,,,,1103,1,2,norlha_atelier
"On the 18 th of June, Ritoma’s pastoralists brought their yak and sheep to Chakka, the highest and furthest point of grassland in their yearly migration pattern. In late summer, they will bring their herds to a lower area, then back to the winter houses and grazing area, to wait for the grassland to rebound.

Following a circular route means repeating the same routine. It is not about finishing something, like going from point A to point B, but using the circle's continuous route to bring about a form of attainment or continuation. Read more about these circular cycles on our founders journal, link in bio ~ Photos @kinbykin",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2878374158719256426_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2878374158518102938_1580798609.jpg,,,,,,,,,953,2,4,norlha_atelier
Classic Felt Vest ~ A snug vest based on an original design from Norlha Atelier. Details include irregular buttoning and large patch pockets which wrap from the front to the back.,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2876932798774555030_1580798609.jpg,,,,,,,,,,,373,1,0,norlha_atelier
Dolma Tso a felter at Norlha on her horse ~ Photo by @kinbykin,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2874773481862591155_1580798609.jpg,,,,,,,,,,,1105,1,5,norlha_atelier
"Sounds of Laptse ~ Tibetans believe their hills and sacred areas are inhabited by spirits, sometimes referred to as ‘gods’, worldly creatures, who, when Buddhism came to Tibet centuries ago, turned to protect the new Faith. The highest mountain in Ritoma is inhabited by the deity Amnye Tongra, considered a powerful friend, one who protects the realm that the humans live in. By cheering to the gods with the cry of “Lha Gyalo” (May the Gods Win!) the men representing local clans and families call on the spirits to use their power against evil, protect them and bring on  luck. They insure their devotion by offering them incense and mark their allegiance by planting clan arrows into the conical structure that dominated the Laptse area. Read more and experience more videos of Lapste on our journal link in bio ~",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2869001026346720725_1580798609.mp4,,,,,,,,,,,1363,1,16,norlha_atelier
"Prince Shades Scarf ~ An immensely soft, lightweight scarf made from the world’s finest yak khullu. The thread of this scarf is incredibly delicate and can only be woven by master weavers at the Norlha Atelier. Its double-faced design creates a subtle interplay of shades.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2865346129822963107_1580798609.jpg,,,,,,,,,,,1020,1,4,norlha_atelier
"Sign up to our newsletter to receive our bi monthly curated news for the mind, body and spirit. Next edition is launching this Sunday. 

I N S I G H T 

Ponder the transformation of the Mola, a craft ebbing between tradition and modernity. @craftatlas 

Consider materiality with Roosmarijn Pallandt’s @roosmarijnpallandt textiles made from tree bark and plant stem fiber.

Contemplate connection in Ulassai with Maria Lai’s artistic intervention, “Legarsi alla Montagna” (1981).

C O N N E C T 

Participate in collective action through quiltmaking as part of the Welcome Blanket project. @welcomeblanket 

Discover ancient textiles, ceramics and Buddhist objects from the Silk Road in the @vamuseum Stein Collection.

Attend the Prada Frames symposium curated by @formafantasma exploring the relationship between environment and design.

N O U R I S H 
Immerse yourself into the sensuous choreography of Pina Bausch.

Get lost in the intuitive and spiritual work of outside artist Guo Fengyi. @christianberstartbrut 

Integrate your body with “Energy Ecstasy and the Seven Vital Chakras.”",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2862468433124109738_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2862468433124107726_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2862468433115734079_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2862468433115671405_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2862468433115611398_1580798609.jpg,,,,,,182,5,2,norlha_atelier
"Natural Yak tones ~  Yaks are neither clipped or combed for their fiber and animals are never deprived of their natural protection. Khullu is a molt, and if not gathered on time, it naturally falls, lost to everyone. Khullu begins to loosen in June, leaving a narrow window for collection, which is done by prying the loosening fiber.",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2860263549268363680_1580798609.jpg,,,,,,,,,,,1458,1,5,norlha_atelier
"When we started at Norlha, ten years ago, we were surprised to find that most women could spin within days, though many had never even tried. A common activity a generation ago, it has been pushed back by the cash economy and ready made goods available in the market place. Still, most women saw their mothers and grandmothers spin and weave and it came to them naturally. At Norlha, we primarily spin yak wool, though we do use sheep wool for carpet making. Our best spinners can spin a perfect thread that has qualities unequalled by any mechanical means, through the production is limited to two kilos a month per spinner, so fine it is. Photo by @kinbykin",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2856565633597838501_1580798609.jpg,,,,,,,,,,,800,1,1,norlha_atelier
Labrang by @nikkimcclarron,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2854784738065293321_1580798609.jpg,,,,,,,,,,,468,1,3,norlha_atelier
Making of our Nomad Boiled Blanket ~ link in bio to learn about the different steps involved in making this extremely soft hand woven blanket. All online orders will automatically be entered to win this blanket ~ Ends 13th June and winner will be announced 15th.,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2852935923223973685_1580798609.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2852935923072770365_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2852935923064434815_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2852935923039382322_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2852935923039262359_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2852935923039239565_1580798609.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2852933302863984863_1580798609.mp4,,,,537,7,1,norlha_atelier
"Nomad Net Throw ~ This intensely soft, lightweight throw is handwoven from 100% natural white yak khullu. Its generous size means it can be used as a blanket or worn as an oversized shawl. It features an irregular, handspun thread detail that runs along the width of its top and bottom edges. ~ Photo by @adam.j.barclay @___lui___",/workspaces/SMA_Y_Bhutan/data/analysis/Norla Atelier IG Photos/2848871322882035978_1580798609.jpg,,,,,,,,,,,336,1,3,norlha_atelier
